Timestamp,Theta (J1),Theta (J2),Theta (J3),Theta (J4),Theta (J5),Theta (J6),Theta (J7),Theta_dot (J1),Theta_dot (J2),Theta_dot (J3),Theta_dot (J4),Theta_dot (J5),Theta_dot (J6),Theta_dot (J7),Joint Efforts (J1),Joint Efforts (J2),Joint Efforts (J3),Joint Efforts (J4),Joint Efforts (J5),Joint Efforts (J6),Joint Efforts (J7),Cartesian Position (x),Cartesian Position (y),Cartesian Position (z),Orientation (w),Orientation (p),Orientation (r)
2024-11-08 11:21:04.562983,0.00012914750277293052,-0.7843341962199695,-1.0461571219977372e-05,-2.3558965197291224,-5.856427786277152e-06,1.5714961034397286,0.7868773797910791,0.003532123030388923,0.0006429368896450267,-0.00024269764232952968,0.00951801862470882,0.00557917845988565,-0.010236701559356501,-0.0022237227543974595,0.2202138945586054,4.058894954041858,0.41991887702669006,-21.88600092679341,-0.6922533141461212,-2.372620782813484,-0.008237649463241488,0.3072396140320196,3.503598886220609e-05,0.4867575699593423,179.99991261906794,0.003794142730066131,-0.0777772857150562
2024-11-08 11:21:12.808755,-0.0004178832977856928,-0.784339167243921,0.00019082525442826181,-2.3558991129234723,0.00015726090709211604,1.5715116789853436,0.7868172440110932,-0.06635689568198845,0.008074241756857475,0.03437735053367859,0.012190194277596197,0.02963354834845747,-0.0035610080427381473,-0.007298592768953886,1.7507079835581922,3.708667511396595,1.2853019040264697,-22.347464884238352,-0.40128694766093503,-2.1448901932693665,-0.024462313103595142,0.3072418007396911,-3.308689663448026e-05,0.48675923756749395,179.99871178129553,0.0027656347168533457,-0.09751783782898733
2024-11-08 11:21:12.808812,-0.003702648290035526,-0.7843723784552612,0.0009601068522995249,-2.3559101996371092,0.00029267901299689925,1.5715183584569044,0.7867758918601533,-0.11445707702648884,-0.010752142355868098,0.011671172612505012,-0.011454992898381096,-0.0004724282168302356,0.012647430245816084,0.0013303191811774029,0.6937835452593895,4.005081945773764,1.6213220012832115,-21.704982084962293,-0.5202490060794487,-2.3807637009024045,-0.016269354652899658,0.30723580684145874,-0.0007629480610085516,0.4867646627075523,-179.97791471029967,0.0011951044201441077,-0.2521586912471924
2024-11-08 11:21:12.852680,-0.007584686598274715,-0.7843800538134618,0.0010049885602798625,-2.3558964422460082,0.00021136354295947513,1.5715062794534198,0.7867792187454707,-0.11345630920809545,0.0005834816749163846,-0.007715480433595573,0.009894393744077351,0.0021650257622802226,-0.010409498306914412,-0.0014604589632671028,0.3635689443276551,4.023974209007317,0.8644076001265725,-21.8830571588761,-0.6675005705800767,-2.3706586611953897,-0.009698493771644622,0.3072285531753861,-0.001958090239843583,0.4867724479302072,-179.97144012737516,0.0007899866135755541,-0.4729500666353398
2024-11-08 11:21:12.872000,-0.011622670901708432,-0.7843769736539876,0.0006375446399298212,-2.355899482764979,0.00010386318256472293,1.5715170909766645,0.7868032007591177,-0.1149685338517366,0.001727255465290008,-0.019674301570399205,0.004158294142128005,-0.008748584807959868,-0.009657311253037665,-0.0005809473824408828,0.02706348965904171,3.6708770500860286,0.5559842451619289,-22.514955949291117,-0.6779880145266384,-2.2048099335481415,0.005921331829080474,0.30721893625630703,-0.0033411050133065607,0.4867711053601984,-179.98015245063053,0.0005380119902262362,-0.7205809857787816
2024-11-08 11:21:12.912584,-0.015635865556475892,-0.7843608279586389,0.00023640659329604574,-2.3558996192494117,2.619095547817807e-05,1.5715270537403443,0.7868312791002419,-0.11567011993183557,-0.010430446311235317,-0.014257885126432945,-0.017158643434490643,-0.006322609084930872,0.006715220983675245,0.001917814737081927,0.021723758329029785,4.2647747792697475,0.4670478367451123,-21.781612023232835,-0.6423718505239099,-2.3045541196233468,-0.003628653516512147,0.30720536337065174,-0.0047212033101873985,0.4867670052768916,-179.99194411920527,0.0007980157377260808,-0.9683939297780119
2024-11-08 11:21:12.956612,-0.01953870542227243,-0.7843296460571407,-3.5604107361919546e-05,-2.355884604274653,-1.7883150961850447e-05,1.5715189411410133,0.7868526153032356,-0.1085040666807701,0.008437367368538055,-0.0060170409681341575,0.006838387989525838,-0.0005565455592951439,-0.003104196595945288,-0.0004324458579504642,-0.23421116534876188,4.106834645223882,0.3961365760275831,-22.1371268663172,-0.7229712413202888,-2.196304475795076,0.0211343554920411,0.307187702236492,-0.006018188812298231,0.4867638059506836,179.99954340708138,0.0020551057321726643,-1.204262550556698
2024-11-08 11:21:13.000598,-0.023332481515083714,-0.784322132608585,-0.00014585185044246884,-2.3558975549672594,-3.240557293260338e-05,1.571519263698523,0.7868683396648208,-0.11359474073505074,0.0027394423545985852,-0.0031598537914337282,-0.004776203540502301,-0.007701729819318016,0.007704396963558607,0.004255366404408767,-0.2616439846795773,4.291579459906577,0.9631125666615743,-21.629418225119096,-0.5253670357773276,-2.3159998910515567,-0.010734726628501903,0.307161310048398,-0.007222528708307884,0.4867554095963008,179.99587969058015,0.0031222626809691207,-1.4270015947069568
2024-11-08 11:21:13.044659,-0.027039568906856104,-0.7843166934111121,-0.00013991157740012028,-2.35589895403844,-1.9544108929459014e-05,1.5715086912693845,0.786871814219861,-0.11426547723604095,0.008594509413955514,0.016202859633806882,0.01233103737417734,0.011918304147958025,-0.00408445752236713,-0.0022031735075386805,-0.1680228027683838,3.7340913126959436,0.5491562394041702,-22.354446859520856,-0.6268163648533718,-2.151134351437667,0.007648166582380198,0.30713098400000116,-0.008356466924056788,0.4867521481868223,179.995344801871,0.0040906803149679235,-1.6393608071382255
2024-11-08 11:21:13.044695,-0.03070928257807637,-0.7843243140893836,-0.00010005766132614724,-2.35591488957132,-1.8490359029676995e-05,1.5715108731783305,0.7868766433575738,-0.11229052711235785,-0.00994327810813901,0.0007638965152517857,-0.0114590466397271,0.0015285015780815208,0.012403806694330997,0.0014702986271422774,0.12751439676054563,4.05386465503681,0.6086717150060112,-21.71381638551629,-0.5846289015802016,-2.3797694721024367,-0.00959102728183991,0.307095902903593,-0.009470194270500375,0.4867471604389283,179.99687088863092,0.004472568348522589,-1.8482802172585766
