Timestamp,Theta (J1),Theta (J2),Theta (J3),Theta (J4),Theta (J5),Theta (J6),Theta (J7),Theta_dot (J1),Theta_dot (J2),Theta_dot (J3),Theta_dot (J4),Theta_dot (J5),Theta_dot (J6),Theta_dot (J7),Joint Efforts (J1),Joint Efforts (J2),Joint Efforts (J3),Joint Efforts (J4),Joint Efforts (J5),Joint Efforts (J6),Joint Efforts (J7),Cartesian Position (x),Cartesian Position (y),Cartesian Position (z),Orientation (w),Orientation (p),Orientation (r)
2024-11-08 11:25:34.837220,-0.014267062029942108,-0.7748536792585156,0.012137966262027613,-2.3592973117689766,-0.021270365544302255,1.568285549808212,0.8018349100560993,-0.0009132727695276715,-0.0005218426047129144,-0.0007176998640946314,-0.00021930744604829072,-9.518911407206362e-05,-0.0003333729849067421,-0.0012004057079967527,0.12820065021514893,-4.431209087371826,-0.8681718707084656,22.49638557434082,0.8810684084892273,2.367300033569336,0.0341663584113121,0.30759346028467827,-0.004933758178852697,0.4821740287092687,-178.29981464545335,0.9372465343690034,-1.2454919850388457
2024-11-08 11:25:56.433155,-0.002138501599686627,-0.784083548298535,0.00016887380321097174,-2.3561201222090884,-0.00011538571166762855,1.570850810207835,0.7870238060220995,-0.16180461679813812,-0.0034274820007062297,0.01081296650108984,-0.00044796582677841465,0.0010840995595518006,0.006508944166365178,-0.002165443345281812,-4.092990875244141,-3.951167583465576,-4.625190734863281,22.59953498840332,0.6686660647392273,2.320608139038086,-0.018934227526187897,0.3071717502098593,-0.0006261119643089052,0.4866597072893321,-179.98669328148875,0.06796666755913403,-0.2088106750107515
2024-11-08 11:25:56.445779,-0.005740632621821465,-0.7840407507096092,0.00017049016772979238,-2.3560919083322447,-0.00027557709855935165,1.5708248502066653,0.7870285410916742,-0.09912875091931095,0.0010332712362026242,-0.019846563220185034,-0.002990657766577703,-0.039807590574026996,0.006825547976034656,4.0080612589733235e-05,-1.561862826347351,-4.685115337371826,-1.2768023014068604,22.34562873840332,2.156398057937622,2.545827865600586,-0.0775279775261879,0.30717205211618687,-0.0017657811527049137,0.4866576119969744,-179.97770791372304,0.07038904345581688,-0.41539153816622343
2024-11-08 11:25:56.492697,-0.009657055918139984,-0.7841093216870959,-6.486232764942828e-05,-2.3561412714556482,-0.000100024965215825,1.5708182497427494,0.7870194160796689,-0.11085333754226182,-0.0037058890681495402,0.00853684624484077,0.0006217973654104223,0.003175048553031422,-0.012248349591954047,0.0007871022140180087,0.23135006427764893,-3.800410747528076,-0.38019582629203796,22.98039436340332,0.9140273928642273,2.897390365600586,-0.0317516103386879,0.30714412408111197,-0.0030083913024742106,0.4866547819915984,-179.9975683265852,0.0695668178466966,-0.6488240426860785
2024-11-08 11:25:56.536692,-0.013171536797835212,-0.7840564707814263,5.623878295285211e-05,-2.3560582590017183,-9.283861514219633e-05,1.5708775061393274,0.787022944529476,-0.10009170397095134,0.008085113318901872,0.0017919256942023171,-0.00018424305038176468,-0.0001324724796938572,-0.0027652206723312914,0.0007494357640285209,-0.8437842130661011,-4.605769634246826,-1.0189287662506104,22.16710090637207,0.8938857913017273,2.433218002319336,-0.0647105947136879,0.3071634533056549,-0.004047245766403231,0.48668293563428616,-179.9932518558852,0.0645108375075595,-0.8454791016868266
2024-11-08 11:25:56.580693,-0.016906548610153158,-0.7840994222320823,4.1754390180503474e-05,-2.356100063781779,-0.00011188484943253779,1.5708679949309228,0.7870212555324085,-0.11484934783777091,-0.0043200823280830575,-0.0005677152117904976,0.003956955863409229,0.0007577493808041791,-0.000848015260387177,0.001342566004296355,-0.12967288494110107,-3.951167583465576,-0.6102983355522156,22.47258186340332,1.0266371965408325,2.473501205444336,-0.0775279775261879,0.3071320756235439,-0.005202967004310902,0.4866755609266821,-179.9929963666299,0.06502335025379413,-1.0599692606570859
2024-11-08 11:25:56.624743,-0.020709081035853068,-0.7840963755227665,2.6870799853019242e-05,-2.3560920520737203,-0.00011131654633380528,1.570870418141552,0.787018538860234,-0.10883217594547512,0.002062431500994517,-7.19360818762318e-05,-0.00015119125616284217,-0.001124404403282579,0.0007683164816974159,0.0001790022059063929,-0.12967288494110107,-4.050349712371826,-0.5864946246147156,22.49638557434082,1.0138198137283325,2.479909896850586,-0.0518932119011879,0.3071119796961693,-0.0063755793373080774,0.48667861958576986,-179.9938702401153,0.06461321293545344,-1.2782866444631582
2024-11-08 11:25:56.624784,-0.024335629943335005,-0.7840988289971614,5.551370011758094e-05,-2.356099010653153,-0.0001059138603943239,1.5708693053563887,0.7870188906793516,-0.1076313532413886,0.000636262445532595,-0.0009537439475252595,-0.0007201741739928844,-0.0012818258589074062,-0.0005139669687551206,-0.0013843211270471915,-0.4113501310348511,-4.050349712371826,-0.8404008746147156,22.59953498840332,0.9671279788017273,2.486318588256836,-0.0317516103386879,0.3070855891466248,-0.007478783518931371,0.48667599073368084,-179.99326197568234,0.06497735349673535,-1.4849312802604975
2024-11-08 11:25:56.668685,-0.028000578855198476,-0.78407436480679,6.409951477877519e-05,-2.3560984065922246,-0.00010516026520281788,1.5708720397366391,0.7870214421093404,-0.10767275494411713,-0.0004911853163852315,0.0013097087922581158,-0.00016888445742142735,-0.00010928223567965942,-0.001938711186889433,0.0009332223458851615,-0.7406347990036011,-4.304255962371826,-0.9197465777397156,22.54796028137207,0.9671279788017273,2.466176986694336,-0.0518932119011879,0.3070606112370881,-0.008601350753375498,0.48666900096626253,-179.99322956215616,0.06622003166727201,-1.6947152878136271
2024-11-08 11:25:56.683353,-0.0318052013523832,-0.7841002745966554,4.241992941698799e-05,-2.356094509243171,-0.00010723088379449038,1.5708717377645618,0.7870182253846381,-0.11096844187352112,-0.0011446869588459105,-0.0013874644924726119,0.00125641651399296,-0.00017745892839064677,0.00045625671185129985,0.0003501969735158113,-0.12967288494110107,-3.974971294403076,-0.6618730425834656,22.52415657043457,0.9872695803642273,2.459768295288086,-0.0518932119011879,0.30702188263021063,-0.009776922298599526,0.486678773186452,-179.99418696437647,0.06453161313640277,-1.9133994565731542
